sample_id	chrom	start	end	cn_a	cn_b
4_S2_C212	chr14	1	91377936	2	2
4_S2_C212	chr14	91627936	96629947	2	0
4_S2_C212	chr14	96879947	107118565	3	0
4_S2_C212	chr15	1	102279257	2	0
4_S2_C212	chr16	1	34866227	2	1
4_S2_C212	chr16	35116227	60796920	2	1
4_S2_C212	chr16	61046920	90104086	2	2
4_S2_C212	chr17	1	20917988	2	0
4_S2_C212	chr17	22037717	37744705	2	0
4_S2_C212	chr17	37994705	80950489	2	0
4_S2_C212	chr18	1	13869915	3	0
4_S2_C212	chr18	14119915	77797547	2	1
4_S2_C212	chr19	1	16309276	2	0
4_S2_C212	chr19	16559276	18965829	2	2
4_S2_C212	chr19	19215829	24113813	2	1
4_S2_C212	chr19	24363813	58800333	2	1
4_S2_C212	chr20	1	25388095	2	1
4_S2_C212	chr20	25638095	62119280	2	2
4_S2_C212	chr21	1	47879225	2	1
4_S2_C212	chr22	1	50727844	2	0
4_S2_C212	chrX	2589197	45662873	2	0
4_S2_C212	chrX	45912873	58100939	3	0
4_S2_C212	chrX	69769132	154938160	3	0
4_S2_C213	chr1	1	20033345	2	0
4_S2_C213	chr1	20283345	104371959	2	1
4_S2_C213	chr1	104621959	118054841	2	0
4_S2_C213	chr1	118304841	120291655	5	2
4_S2_C213	chr1	120541655	188974205	4	2
4_S2_C213	chr1	189224205	248234141	2	2
4_S2_C213	chr2	1	20566626	4	3
4_S2_C213	chr2	20816626	22517503	3	2
4_S2_C213	chr2	22767503	82241544	2	1
4_S2_C213	chr2	82491544	89074867	7	2
4_S2_C213	chr2	89324867	196111610	2	2
4_S2_C213	chr2	196361610	242637536	2	1
4_S2_C213	chr3	1	89999669	2	0
4_S2_C213	chr3	90249669	197339330	2	2
4_S2_C213	chr4	1	8680548	1	1
4_S2_C213	chr4	8930548	48806634	2	0
4_S2_C213	chr4	49056634	80783051	2	1
4_S2_C213	chr4	81033051	163584523	2	1
4_S2_C213	chr4	163834523	190845177	3	2
4_S2_C213	chr5	1	1482027	4	1
4_S2_C213	chr5	1732027	45951245	2	2
4_S2_C213	chr5	46201245	159987445	2	0
4_S2_C213	chr5	160237445	180599194	4	0
4_S2_C213	chr6	1	40753750	2	2
4_S2_C213	chr6	41003750	46943077	9	2
4_S2_C213	chr6	47193077	57484444	4	2
4_S2_C213	chr6	57734444	95211510	2	2
4_S2_C213	chr6	95461510	158711367	2	1
4_S2_C213	chr6	158961367	170483369	2	2
4_S2_C213	chr7	1	2566124	3	1
4_S2_C213	chr7	2816124	52793484	2	1
4_S2_C213	chr7	53043484	57344929	2	1
4_S2_C213	chr7	57594929	78997265	2	2
4_S2_C213	chr7	79247265	99384835	4	3
4_S2_C213	chr7	99634835	158953939	5	3
4_S2_C213	chr8	1	43464189	2	2
4_S2_C213	chr8	43714189	146232982	2	2
4_S2_C213	chr9	1	38455271	2	0
4_S2_C213	chr9	38705271	77484350	4	1
4_S2_C213	chr9	77734350	91201591	2	1
4_S2_C213	chr9	92318713	95194848	4	0
4_S2_C213	chr9	95444848	110089204	2	0
4_S2_C213	chr9	110339204	126253465	2	1
4_S2_C213	chr9	126503465	136798467	2	0
4_S2_C213	chr9	137048467	140652749	1	0
4_S2_C213	chr10	1	25935893	5	2
4_S2_C213	chr10	26185893	38238878	4	2
4_S2_C213	chr10	38488878	107406270	3	2
4_S2_C213	chr10	107656270	134971887	3	2
4_S2_C213	chr11	1	50467823	2	1
4_S2_C213	chr11	50717823	103641583	2	1
4_S2_C213	chr11	103891583	134714034	2	1
4_S2_C213	chr12	1	8895671	6	2
4_S2_C213	chr12	9145671	25168152	3	2
4_S2_C213	chr12	25418152	32876402	5	2
4_S2_C213	chr12	33126402	34541833	2	2
4_S2_C213	chr12	34791833	133124839	2	0
4_S2_C213	chr13	1	115048768	2	0
4_S2_C213	chr14	1	91377936	2	2
4_S2_C213	chr14	91627936	96629947	2	0
4_S2_C213	chr14	96879947	107118565	3	0
4_S2_C213	chr15	1	102279257	2	0
4_S2_C213	chr16	1	34866227	2	1
4_S2_C213	chr16	35116227	60796920	2	1
4_S2_C213	chr16	61046920	90104086	2	2
4_S2_C213	chr17	1	20917988	2	0
4_S2_C213	chr17	22037717	37744705	2	0
4_S2_C213	chr17	37994705	80950489	2	0
4_S2_C213	chr18	1	13869915	3	0
4_S2_C213	chr18	14119915	77797547	2	1
4_S2_C213	chr19	1	16309276	3	0
4_S2_C213	chr19	16559276	18965829	3	2
4_S2_C213	chr19	19215829	24113813	2	1
4_S2_C213	chr19	24363813	58800333	2	1
4_S2_C213	chr20	1	25388095	2	2
4_S2_C213	chr20	25638095	62119280	2	2
4_S2_C213	chr21	1	47879225	2	1
4_S2_C213	chr22	1	50727844	2	0
4_S2_C213	chrX	2589197	45662873	2	0
4_S2_C213	chrX	45912873	58100939	2	0
4_S2_C213	chrX	69769132	154938160	3	0
4_S2_C214	chr1	1	20033345	2	0
4_S2_C214	chr1	20283345	104371959	2	2
4_S2_C214	chr1	104621959	118054841	2	0
4_S2_C214	chr1	118304841	120291655	4	2
4_S2_C214	chr1	120541655	188974205	5	2
4_S2_C214	chr1	189224205	248234141	3	2
4_S2_C214	chr2	1	20566626	4	4
4_S2_C214	chr2	20816626	22517503	3	3
4_S2_C214	chr2	22767503	82241544	2	2
4_S2_C214	chr2	82491544	89074867	2	2
4_S2_C214	chr2	89324867	196111610	2	2
4_S2_C214	chr2	196361610	242637536	2	1
4_S2_C214	chr3	1	89999669	2	0
4_S2_C214	chr3	90249669	197339330	2	2
4_S2_C214	chr4	1	8680548	2	0
4_S2_C214	chr4	8930548	48806634	2	0
4_S2_C214	chr4	49056634	80783051	2	2
4_S2_C214	chr4	81033051	163584523	2	1
4_S2_C214	chr4	163834523	190845177	3	2
4_S2_C214	chr5	1	1482027	3	2
4_S2_C214	chr5	1732027	45951245	2	2
4_S2_C214	chr5	46201245	159987445	2	0
4_S2_C214	chr5	160237445	180599194	2	2
4_S2_C214	chr6	1	40753750	2	2
4_S2_C214	chr6	41003750	46943077	2	2
4_S2_C214	chr6	47193077	57484444	2	2
4_S2_C214	chr6	57734444	95211510	2	2
4_S2_C214	chr6	95461510	158711367	2	2
4_S2_C214	chr6	158961367	170483369	3	2
4_S2_C214	chr7	1	2566124	2	1
4_S2_C214	chr7	2816124	52793484	1	1
4_S2_C214	chr7	53043484	57344929	3	3
4_S2_C214	chr7	57594929	78997265	2	2
4_S2_C214	chr7	79247265	99384835	4	2
4_S2_C214	chr7	99634835	158953939	5	3
4_S2_C214	chr8	1	43464189	3	2
4_S2_C214	chr8	43714189	146232982	2	2
4_S2_C214	chr9	1	38455271	2	0
4_S2_C214	chr9	38705271	77484350	2	1
4_S2_C214	chr9	77734350	91201591	2	1
4_S2_C214	chr9	92318713	95194848	2	0
4_S2_C214	chr9	95444848	110089204	2	0
4_S2_C214	chr9	110339204	126253465	2	1
4_S2_C214	chr9	126503465	136798467	3	0
4_S2_C214	chr9	137048467	140652749	4	0
4_S2_C214	chr10	1	25935893	4	2
4_S2_C214	chr10	26185893	38238878	3	2
4_S2_C214	chr10	38488878	107406270	3	1
4_S2_C214	chr10	107656270	134971887	3	1
4_S2_C214	chr11	1	50467823	2	2
4_S2_C214	chr11	50717823	103641583	2	2
4_S2_C214	chr11	103891583	134714034	2	2
4_S2_C214	chr12	1	8895671	8	2
4_S2_C214	chr12	9145671	25168152	4	2
4_S2_C214	chr12	25418152	32876402	2	2
4_S2_C214	chr12	33126402	34541833	2	2
4_S2_C214	chr12	34791833	133124839	2	0
4_S2_C214	chr13	1	115048768	2	0
4_S2_C214	chr14	1	91377936	2	2
4_S2_C214	chr14	91627936	96629947	2	0
4_S2_C214	chr14	96879947	107118565	2	0
4_S2_C214	chr15	1	102279257	2	0
4_S2_C214	chr16	1	34866227	2	1
4_S2_C214	chr16	35116227	60796920	2	1
4_S2_C214	chr16	61046920	90104086	2	1
4_S2_C214	chr17	1	20917988	2	0
4_S2_C214	chr17	22037717	37744705	2	0
4_S2_C214	chr17	37994705	80950489	2	0
4_S2_C214	chr18	1	13869915	2	0
4_S2_C214	chr18	14119915	77797547	2	2
4_S2_C214	chr19	1	16309276	3	0
4_S2_C214	chr19	16559276	18965829	3	2
4_S2_C214	chr19	19215829	24113813	2	1
4_S2_C214	chr19	24363813	58800333	2	1
4_S2_C214	chr20	1	25388095	2	2
4_S2_C214	chr20	25638095	62119280	2	2
4_S2_C214	chr21	1	47879225	2	1
4_S2_C214	chr22	1	50727844	2	0
4_S2_C214	chrX	2589197	45662873	2	0
4_S2_C214	chrX	45912873	58100939	3	0
4_S2_C214	chrX	69769132	154938160	2	0
4_S2_C215	chr1	1	20033345	2	0
4_S2_C215	chr1	20283345	104371959	2	2
4_S2_C215	chr1	104621959	118054841	2	0
4_S2_C215	chr1	118304841	120291655	3	3
4_S2_C215	chr1	120541655	188974205	4	2
4_S2_C215	chr1	189224205	248234141	3	2
4_S2_C215	chr2	1	20566626	4	4
4_S2_C215	chr2	20816626	22517503	4	2
4_S2_C215	chr2	22767503	82241544	3	2
4_S2_C215	chr2	82491544	89074867	2	2
4_S2_C215	chr2	89324867	196111610	2	2
4_S2_C215	chr2	196361610	242637536	2	1
4_S2_C215	chr3	1	89999669	2	0
4_S2_C215	chr3	90249669	197339330	2	1
4_S2_C215	chr4	1	8680548	1	1
4_S2_C215	chr4	8930548	48806634	2	0
4_S2_C215	chr4	49056634	80783051	2	2
4_S2_C215	chr4	81033051	163584523	2	1
4_S2_C215	chr4	163834523	190845177	3	1
4_S2_C215	chr5	1	1482027	3	2
4_S2_C215	chr5	1732027	45951245	2	2
4_S2_C215	chr5	46201245	159987445	2	0
4_S2_C215	chr5	160237445	180599194	5	0
4_S2_C215	chr6	1	40753750	2	2
4_S2_C215	chr6	41003750	46943077	2	2
4_S2_C215	chr6	47193077	57484444	2	2
4_S2_C215	chr6	57734444	95211510	2	2
4_S2_C215	chr6	95461510	158711367	2	2
4_S2_C215	chr6	158961367	170483369	3	2
4_S2_C215	chr7	1	2566124	1	1
4_S2_C215	chr7	2816124	52793484	2	1
4_S2_C215	chr7	53043484	57344929	2	2
4_S2_C215	chr7	57594929	78997265	2	2
4_S2_C215	chr7	79247265	99384835	4	2
4_S2_C215	chr7	99634835	158953939	5	3
4_S2_C215	chr8	1	43464189	2	2
4_S2_C215	chr8	43714189	146232982	2	2
4_S2_C215	chr9	1	38455271	2	0
4_S2_C215	chr9	38705271	77484350	2	1
4_S2_C215	chr9	77734350	91201591	2	1
4_S2_C215	chr9	92318713	95194848	2	0
4_S2_C215	chr9	95444848	110089204	2	0
4_S2_C215	chr9	110339204	126253465	2	1
4_S2_C215	chr9	126503465	136798467	2	0
4_S2_C215	chr9	137048467	140652749	3	0
4_S2_C215	chr10	1	25935893	3	2
4_S2_C215	chr10	26185893	38238878	3	2
4_S2_C215	chr10	38488878	107406270	2	1
4_S2_C215	chr10	107656270	134971887	2	1
4_S2_C215	chr11	1	50467823	2	1
4_S2_C215	chr11	50717823	103641583	2	2
4_S2_C215	chr11	103891583	134714034	2	2
4_S2_C215	chr12	1	8895671	6	2
4_S2_C215	chr12	9145671	25168152	3	2
4_S2_C215	chr12	25418152	32876402	2	2
4_S2_C215	chr12	33126402	34541833	2	2
4_S2_C215	chr12	34791833	133124839	2	0
4_S2_C215	chr13	1	115048768	2	0
4_S2_C215	chr14	1	91377936	3	2
4_S2_C215	chr14	91627936	96629947	3	0
4_S2_C215	chr14	96879947	107118565	3	0
4_S2_C215	chr15	1	102279257	2	0
4_S2_C215	chr16	1	34866227	1	1
4_S2_C215	chr16	35116227	60796920	2	1
4_S2_C215	chr16	61046920	90104086	2	1
4_S2_C215	chr17	1	20917988	2	0
4_S2_C215	chr17	22037717	37744705	2	0
4_S2_C215	chr17	37994705	80950489	2	0
4_S2_C215	chr18	1	13869915	2	0
4_S2_C215	chr18	14119915	77797547	2	1
4_S2_C215	chr19	1	16309276	2	0
4_S2_C215	chr19	16559276	18965829	3	2
4_S2_C215	chr19	19215829	24113813	2	1
4_S2_C215	chr19	24363813	58800333	2	1
4_S2_C215	chr20	1	25388095	3	2
4_S2_C215	chr20	25638095	62119280	2	2
4_S2_C215	chr21	1	47879225	3	1
4_S2_C215	chr22	1	50727844	2	0
4_S2_C215	chrX	2589197	45662873	2	0
4_S2_C215	chrX	45912873	58100939	3	0
4_S2_C215	chrX	69769132	154938160	3	0
4_S2_C216	chr1	1	20033345	2	0
4_S2_C216	chr1	20283345	104371959	2	1
4_S2_C216	chr1	104621959	118054841	2	0
4_S2_C216	chr1	118304841	120291655	5	2
4_S2_C216	chr1	120541655	188974205	6	2
4_S2_C216	chr1	189224205	248234141	2	2
4_S2_C216	chr2	1	20566626	4	3
4_S2_C216	chr2	20816626	22517503	3	2
4_S2_C216	chr2	22767503	82241544	2	1
4_S2_C216	chr2	82491544	89074867	8	2
4_S2_C216	chr2	89324867	196111610	2	2
4_S2_C216	chr2	196361610	242637536	2	1
4_S2_C216	chr3	1	89999669	2	0
4_S2_C216	chr3	90249669	197339330	2	2
4_S2_C216	chr4	1	8680548	1	1
4_S2_C216	chr4	8930548	48806634	2	0
4_S2_C216	chr4	49056634	80783051	2	1
4_S2_C216	chr4	81033051	163584523	2	1
4_S2_C216	chr4	163834523	190845177	3	2
4_S2_C216	chr5	1	1482027	3	2
4_S2_C216	chr5	1732027	45951245	2	2
4_S2_C216	chr5	46201245	159987445	2	0
4_S2_C216	chr5	160237445	180599194	4	0
4_S2_C216	chr6	1	40753750	2	2
4_S2_C216	chr6	41003750	46943077	9	2
4_S2_C216	chr6	47193077	57484444	4	2
4_S2_C216	chr6	57734444	95211510	2	2
4_S2_C216	chr6	95461510	158711367	2	1
4_S2_C216	chr6	158961367	170483369	2	2
4_S2_C216	chr7	1	2566124	3	2
4_S2_C216	chr7	2816124	52793484	2	2
4_S2_C216	chr7	53043484	57344929	2	2
4_S2_C216	chr7	57594929	78997265	2	2
4_S2_C216	chr7	79247265	99384835	6	2
4_S2_C216	chr7	99634835	158953939	5	4
4_S2_C216	chr8	1	43464189	2	2
4_S2_C216	chr8	43714189	146232982	2	2
4_S2_C216	chr9	1	38455271	2	0
4_S2_C216	chr9	38705271	77484350	4	1
4_S2_C216	chr9	77734350	91201591	2	1
4_S2_C216	chr9	92318713	95194848	4	0
4_S2_C216	chr9	95444848	110089204	2	0
4_S2_C216	chr9	110339204	126253465	2	1
4_S2_C216	chr9	126503465	136798467	2	0
4_S2_C216	chr9	137048467	140652749	1	0
4_S2_C216	chr10	1	25935893	4	2
4_S2_C216	chr10	26185893	38238878	3	2
4_S2_C216	chr10	38488878	107406270	3	2
4_S2_C216	chr10	107656270	134971887	3	2
4_S2_C216	chr11	1	50467823	2	1
4_S2_C216	chr11	50717823	103641583	2	1
4_S2_C216	chr11	103891583	134714034	2	1
4_S2_C216	chr12	1	8895671	6	2
4_S2_C216	chr12	9145671	25168152	3	2
4_S2_C216	chr12	25418152	32876402	4	2
4_S2_C216	chr12	33126402	34541833	2	2
4_S2_C216	chr12	34791833	133124839	2	0
4_S2_C216	chr13	1	115048768	2	0
4_S2_C216	chr14	1	91377936	2	2
4_S2_C216	chr14	91627936	96629947	2	0
4_S2_C216	chr14	96879947	107118565	3	0
4_S2_C216	chr15	1	102279257	2	0
4_S2_C216	chr16	1	34866227	2	1
4_S2_C216	chr16	35116227	60796920	2	1
4_S2_C216	chr16	61046920	90104086	2	2
4_S2_C216	chr17	1	20917988	2	0
4_S2_C216	chr17	22037717	37744705	2	0
4_S2_C216	chr17	37994705	80950489	2	0
4_S2_C216	chr18	1	13869915	3	0
4_S2_C216	chr18	14119915	77797547	2	1
4_S2_C216	chr19	1	16309276	1	0
4_S2_C216	chr19	16559276	18965829	3	1
4_S2_C216	chr19	19215829	24113813	2	1
4_S2_C216	chr19	24363813	58800333	2	1
4_S2_C216	chr20	1	25388095	2	2
4_S2_C216	chr20	25638095	62119280	2	2
4_S2_C216	chr21	1	47879225	2	1
4_S2_C216	chr22	1	50727844	2	0
4_S2_C216	chrX	2589197	45662873	2	0
4_S2_C216	chrX	45912873	58100939	3	0
4_S2_C216	chrX	69769132	154938160	3	0
4_S2_C217	chr1	1	20033345	2	0
4_S2_C217	chr1	20283345	104371959	2	1
4_S2_C217	chr1	104621959	118054841	2	0
4_S2_C217	chr1	118304841	120291655	5	2
4_S2_C217	chr1	120541655	188974205	4	2
4_S2_C217	chr1	189224205	248234141	2	1
4_S2_C217	chr2	1	20566626	4	3
4_S2_C217	chr2	20816626	22517503	4	1
4_S2_C217	chr2	22767503	82241544	2	1
4_S2_C217	chr2	82491544	89074867	6	2
4_S2_C217	chr2	89324867	196111610	2	2
4_S2_C217	chr2	196361610	242637536	2	1
4_S2_C217	chr3	1	89999669	2	0
4_S2_C217	chr3	90249669	197339330	2	2
4_S2_C217	chr4	1	8680548	1	1
4_S2_C217	chr4	8930548	48806634	2	0
4_S2_C217	chr4	49056634	80783051	2	1
4_S2_C217	chr4	81033051	163584523	2	1
4_S2_C217	chr4	163834523	190845177	3	2
4_S2_C217	chr5	1	1482027	4	1
4_S2_C217	chr5	1732027	45951245	2	2
4_S2_C217	chr5	46201245	159987445	2	0
4_S2_C217	chr5	160237445	180599194	4	0
4_S2_C217	chr6	1	40753750	2	2
4_S2_C217	chr6	41003750	46943077	9	2
4_S2_C217	chr6	47193077	57484444	5	2
4_S2_C217	chr6	57734444	95211510	2	2
4_S2_C217	chr6	95461510	158711367	2	1
4_S2_C217	chr6	158961367	170483369	2	2
4_S2_C217	chr7	1	2566124	3	2
4_S2_C217	chr7	2816124	52793484	2	2
4_S2_C217	chr7	53043484	57344929	2	2
4_S2_C217	chr7	57594929	78997265	2	2
4_S2_C217	chr7	79247265	99384835	6	2
4_S2_C217	chr7	99634835	158953939	5	4
4_S2_C217	chr8	1	43464189	2	2
4_S2_C217	chr8	43714189	146232982	2	2
4_S2_C217	chr9	1	38455271	2	0
4_S2_C217	chr9	38705271	77484350	4	1
4_S2_C217	chr9	77734350	91201591	2	1
4_S2_C217	chr9	92318713	95194848	4	0
4_S2_C217	chr9	95444848	110089204	2	0
4_S2_C217	chr9	110339204	126253465	2	1
4_S2_C217	chr9	126503465	136798467	2	0
4_S2_C217	chr9	137048467	140652749	1	0
4_S2_C217	chr10	1	25935893	5	2
4_S2_C217	chr10	26185893	38238878	4	2
4_S2_C217	chr10	38488878	107406270	3	2
4_S2_C217	chr10	107656270	134971887	3	2
4_S2_C217	chr11	1	50467823	2	1
4_S2_C217	chr11	50717823	103641583	2	1
4_S2_C217	chr11	103891583	134714034	2	1
4_S2_C217	chr12	1	8895671	6	1
4_S2_C217	chr12	9145671	25168152	3	1
4_S2_C217	chr12	25418152	32876402	5	2
4_S2_C217	chr12	33126402	34541833	2	2
4_S2_C217	chr12	34791833	133124839	2	0
4_S2_C217	chr13	1	115048768	2	0
4_S2_C217	chr14	1	91377936	2	2
4_S2_C217	chr14	91627936	96629947	2	0
4_S2_C217	chr14	96879947	107118565	3	0
4_S2_C217	chr15	1	102279257	2	0
4_S2_C217	chr16	1	34866227	2	1
4_S2_C217	chr16	35116227	60796920	2	1
4_S2_C217	chr16	61046920	90104086	2	2
4_S2_C217	chr17	1	20917988	2	0
4_S2_C217	chr17	22037717	37744705	2	0
4_S2_C217	chr17	37994705	80950489	2	0
4_S2_C217	chr18	1	13869915	3	0
4_S2_C217	chr18	14119915	77797547	2	1
4_S2_C217	chr19	1	16309276	2	0
4_S2_C217	chr19	16559276	18965829	3	2
4_S2_C217	chr19	19215829	24113813	3	1
4_S2_C217	chr19	24363813	58800333	2	1
4_S2_C217	chr20	1	25388095	2	2
4_S2_C217	chr20	25638095	62119280	2	2
4_S2_C217	chr21	1	47879225	2	1
4_S2_C217	chr22	1	50727844	2	0
4_S2_C217	chrX	2589197	45662873	2	0
4_S2_C217	chrX	45912873	58100939	2	0
4_S2_C217	chrX	69769132	154938160	3	0
4_S2_C218	chr1	1	20033345	2	0
4_S2_C218	chr1	20283345	104371959	2	1
4_S2_C218	chr1	104621959	118054841	2	0
4_S2_C218	chr1	118304841	120291655	3	2
4_S2_C218	chr1	120541655	188974205	3	2
4_S2_C218	chr1	189224205	248234141	2	1
4_S2_C218	chr2	1	20566626	4	3
4_S2_C218	chr2	20816626	22517503	3	1
4_S2_C218	chr2	22767503	82241544	2	1
4_S2_C218	chr2	82491544	89074867	8	2
4_S2_C218	chr2	89324867	196111610	2	2
4_S2_C218	chr2	196361610	242637536	2	1
4_S2_C218	chr3	1	89999669	2	0
4_S2_C218	chr3	90249669	197339330	2	2
4_S2_C218	chr4	1	8680548	1	1
4_S2_C218	chr4	8930548	48806634	2	0
4_S2_C218	chr4	49056634	80783051	2	1
4_S2_C218	chr4	81033051	163584523	2	1
4_S2_C218	chr4	163834523	190845177	3	2
4_S2_C218	chr5	1	1482027	3	2
4_S2_C218	chr5	1732027	45951245	2	2
4_S2_C218	chr5	46201245	159987445	2	0
4_S2_C218	chr5	160237445	180599194	3	1
4_S2_C218	chr6	1	40753750	2	2
4_S2_C218	chr6	41003750	46943077	9	2
4_S2_C218	chr6	47193077	57484444	4	2
4_S2_C218	chr6	57734444	95211510	2	2
4_S2_C218	chr6	95461510	158711367	2	1
4_S2_C218	chr6	158961367	170483369	2	2
4_S2_C218	chr7	1	2566124	3	2
4_S2_C218	chr7	2816124	52793484	2	2
4_S2_C218	chr7	53043484	57344929	2	2
4_S2_C218	chr7	57594929	78997265	2	2
4_S2_C218	chr7	79247265	99384835	4	3
4_S2_C218	chr7	99634835	158953939	5	3
4_S2_C218	chr8	1	43464189	2	2
4_S2_C218	chr8	43714189	146232982	2	2
4_S2_C218	chr9	1	38455271	2	0
4_S2_C218	chr9	38705271	77484350	4	1
4_S2_C218	chr9	77734350	91201591	2	1
4_S2_C218	chr9	92318713	95194848	4	0
4_S2_C218	chr9	95444848	110089204	2	0
4_S2_C218	chr9	110339204	126253465	2	1
4_S2_C218	chr9	126503465	136798467	2	0
4_S2_C218	chr9	137048467	140652749	1	0
4_S2_C218	chr10	1	25935893	6	2
4_S2_C218	chr10	26185893	38238878	5	2
4_S2_C218	chr10	38488878	107406270	4	2
4_S2_C218	chr10	107656270	134971887	4	2
4_S2_C218	chr11	1	50467823	2	1
4_S2_C218	chr11	50717823	103641583	2	2
4_S2_C218	chr11	103891583	134714034	2	0
4_S2_C218	chr12	1	8895671	6	2
4_S2_C218	chr12	9145671	25168152	3	2
4_S2_C218	chr12	25418152	32876402	4	2
4_S2_C218	chr12	33126402	34541833	3	2
4_S2_C218	chr12	34791833	133124839	2	0
4_S2_C218	chr13	1	115048768	2	0
4_S2_C218	chr14	1	91377936	2	2
4_S2_C218	chr14	91627936	96629947	2	0
4_S2_C218	chr14	96879947	107118565	2	1
4_S2_C218	chr15	1	102279257	2	0
4_S2_C218	chr16	1	34866227	2	1
4_S2_C218	chr16	35116227	60796920	2	1
4_S2_C218	chr16	61046920	90104086	2	2
4_S2_C218	chr17	1	20917988	2	0
4_S2_C218	chr17	22037717	37744705	2	0
4_S2_C218	chr17	37994705	80950489	2	0
4_S2_C218	chr18	1	13869915	3	0
4_S2_C218	chr18	14119915	77797547	2	1
4_S2_C218	chr19	1	16309276	2	0
4_S2_C218	chr19	16559276	18965829	3	2
4_S2_C218	chr19	19215829	24113813	2	1
4_S2_C218	chr19	24363813	58800333	2	1
4_S2_C218	chr20	1	25388095	2	2
4_S2_C218	chr20	25638095	62119280	2	2
4_S2_C218	chr21	1	47879225	2	1
4_S2_C218	chr22	1	50727844	2	0
4_S2_C218	chrX	2589197	45662873	2	0
4_S2_C218	chrX	45912873	58100939	2	0
4_S2_C218	chrX	69769132	154938160	3	0
4_S2_C219	chr1	1	20033345	2	0
4_S2_C219	chr1	20283345	104371959	2	2
4_S2_C219	chr1	104621959	118054841	2	0
4_S2_C219	chr1	118304841	120291655	4	2
4_S2_C219	chr1	120541655	188974205	5	2
4_S2_C219	chr1	189224205	248234141	4	2
4_S2_C219	chr2	1	20566626	4	4
4_S2_C219	chr2	20816626	22517503	3	3
4_S2_C219	chr2	22767503	82241544	2	2
4_S2_C219	chr2	82491544	89074867	2	2
4_S2_C219	chr2	89324867	196111610	2	2
4_S2_C219	chr2	196361610	242637536	2	1
4_S2_C219	chr3	1	89999669	2	0
4_S2_C219	chr3	90249669	197339330	2	2
4_S2_C219	chr4	1	8680548	1	1
4_S2_C219	chr4	8930548	48806634	2	0
4_S2_C219	chr4	49056634	80783051	2	2
4_S2_C219	chr4	81033051	163584523	2	2
4_S2_C219	chr4	163834523	190845177	4	1
4_S2_C219	chr5	1	1482027	4	2
4_S2_C219	chr5	1732027	45951245	2	2
4_S2_C219	chr5	46201245	159987445	2	0
4_S2_C219	chr5	160237445	180599194	4	0
4_S2_C219	chr6	1	40753750	2	2
4_S2_C219	chr6	41003750	46943077	2	2
4_S2_C219	chr6	47193077	57484444	2	2
4_S2_C219	chr6	57734444	95211510	2	2
4_S2_C219	chr6	95461510	158711367	2	2
4_S2_C219	chr6	158961367	170483369	4	2
4_S2_C219	chr7	1	2566124	1	1
4_S2_C219	chr7	2816124	52793484	1	1
4_S2_C219	chr7	53043484	57344929	3	3
4_S2_C219	chr7	57594929	78997265	4	2
4_S2_C219	chr7	79247265	99384835	6	2
4_S2_C219	chr7	99634835	158953939	6	4
4_S2_C219	chr8	1	43464189	2	1
4_S2_C219	chr8	43714189	146232982	2	2
4_S2_C219	chr9	1	38455271	2	0
4_S2_C219	chr9	38705271	77484350	2	1
4_S2_C219	chr9	77734350	91201591	2	1
4_S2_C219	chr9	92318713	95194848	2	0
4_S2_C219	chr9	95444848	110089204	2	0
4_S2_C219	chr9	110339204	126253465	3	1
4_S2_C219	chr9	126503465	136798467	3	0
4_S2_C219	chr9	137048467	140652749	3	0
4_S2_C219	chr10	1	25935893	4	2
4_S2_C219	chr10	26185893	38238878	3	2
4_S2_C219	chr10	38488878	107406270	3	1
4_S2_C219	chr10	107656270	134971887	3	1
4_S2_C219	chr11	1	50467823	2	1
4_S2_C219	chr11	50717823	103641583	2	2
4_S2_C219	chr11	103891583	134714034	2	2
4_S2_C219	chr12	1	8895671	8	2
4_S2_C219	chr12	9145671	25168152	4	2
4_S2_C219	chr12	25418152	32876402	2	2
4_S2_C219	chr12	33126402	34541833	2	2
4_S2_C219	chr12	34791833	133124839	2	0
4_S2_C219	chr13	1	115048768	2	0
4_S2_C219	chr14	1	91377936	2	2
4_S2_C219	chr14	91627936	96629947	2	0
4_S2_C219	chr14	96879947	107118565	1	1
4_S2_C219	chr15	1	102279257	2	0
4_S2_C219	chr16	1	34866227	2	1
4_S2_C219	chr16	35116227	60796920	2	1
4_S2_C219	chr16	61046920	90104086	2	1
4_S2_C219	chr17	1	20917988	2	0
4_S2_C219	chr17	22037717	37744705	2	0
4_S2_C219	chr17	37994705	80950489	2	0
4_S2_C219	chr18	1	13869915	2	0
4_S2_C219	chr18	14119915	77797547	2	2
4_S2_C219	chr19	1	16309276	2	0
4_S2_C219	chr19	16559276	18965829	5	2
4_S2_C219	chr19	19215829	24113813	2	2
4_S2_C219	chr19	24363813	58800333	2	2
4_S2_C219	chr20	1	25388095	2	2
4_S2_C219	chr20	25638095	62119280	2	2
4_S2_C219	chr21	1	47879225	3	1
4_S2_C219	chr22	1	50727844	2	0
4_S2_C219	chrX	2589197	45662873	2	0
4_S2_C219	chrX	45912873	58100939	2	0
4_S2_C219	chrX	69769132	154938160	2	0
4_S2_C221	chr1	1	20033345	2	0
4_S2_C221	chr1	20283345	104371959	2	2
4_S2_C221	chr1	104621959	118054841	2	0
4_S2_C221	chr1	118304841	120291655	4	2
4_S2_C221	chr1	120541655	188974205	5	2
4_S2_C221	chr1	189224205	248234141	4	2
